id,title_ru,title_original,year,rating_kp,rating_imdb,poster_url,description,film_length,countries,genres,actors,directors,budget,premiere_world,age_rating,link
327,Крестный отец 2,The Godfather: Part II,1974,8.5,9.0,https://kinopoiskapiunofficial.tech/images/posters/kp/327.jpg,"Для дона Корлеоне и его сына не существует моральных преград на пути к достижению целей. Они превращают мафию, построенную по патриархальным сицилийским законам, в весьма прагматичную, жесткую корпорацию, плавно интегрируя её в большой бизнес Америки.",202 мин,США,"драма, криминал","Аль Пачино, Роберт Де Ниро, Дайан Китон, Роберт Дювалл, Джон Казале",Фрэнсис Форд Коппола,,,18+,https://www.kinopoisk.ru/film/327/
453406,Безумный Макс: Дорога ярости,Mad Max: Fury Road,2015,7.8,8.1,https://kinopoiskapiunofficial.tech/images/posters/kp/453406.jpg,"Преследуемый призраками прошлого Макс уверен, что лучший способ выжить — скитаться в одиночестве. Но он попадает в плен и вынужденно присоединяется к бунтарям, бегущим через пустыню от тирании Несмертного Джо. Они забрали у него кое-что очень ценное, и разъярённый диктатор бросает все силы в погоню за мятежниками.",120 мин,"США, Австралия","фантастика, боевик","Том Харди, Шарлиз Терон, Николас Холт, Хью Кияс-Бёрн, Джош Хелман",Джордж Миллер,,,18+,https://www.kinopoisk.ru/film/453406/
7660,Холодное лето пятьдесят третьего...,,1987,8.2,7.8,https://kinopoiskapiunofficial.tech/images/posters/kp/7660.jpg,1953 год. Двое политических ссыльных вступают в схватку с бандой амнистированных уголовников.,102 мин,СССР,"триллер, драма, криминал, боевик","Валерий Приёмыхов, Анатолий Папанов, Виктор Степанов, Нина Усатова, Зоя Буряк",Александр Прошкин,,,18+,https://www.kinopoisk.ru/film/7660/
14349,Такси,Taxi,1998,8.0,7.0,https://kinopoiskapiunofficial.tech/images/posters/kp/14349.jpg,"Таксист Даниэль помешан на быстрой езде. Как ураган проносится он по извилистым улицам Марселя на мощном ревущем «Пежо», пугая прохожих и приводя в ужас пассажиров. Начинающий следователь Эмильен вынуждает его помогать в поимке банды грабителей банков, каждый раз ускользающих от полиции на неуловимых «Мерседесах».",89 мин,Франция,"криминал, боевик, комедия","Сами Насери, Фредерик Дифенталь, Марион Котийяр, Эмма Виклунд, Бернар Фарси",Жерар Пирес,,,18+,https://www.kinopoisk.ru/film/14349/
518037,Невозможное,Lo imposible,2012,8.0,7.5,https://kinopoiskapiunofficial.tech/images/posters/kp/518037.jpg,2004 год. Семья курортников в Таиланде попадает под мощное цунами.,109 мин,"США, Испания, Таиланд",драма,"Наоми Уоттс, Юэн Макгрегор, Том Холланд, Сэмюэл Джослин, Окли Пендергаст",Хуан Антонио Байона,,,18+,https://www.kinopoisk.ru/film/518037/
43423,Афоня,,1975,8.1,7.7,https://kinopoiskapiunofficial.tech/images/posters/kp/43423.jpg,"Слесарь-сантехник ЖЭКа Афанасий Борщев, которого жильцы запросто зовут Афоня, — человек открытой и доброй души. Живет он, правда, бездумно и легко, но, может быть, именно потому бывает ему порой тоскливо. Тогда он наведывается в местную пивную, где есть у него друг Федул. Однажды на танцах он знакомится с милой и трогательной девушкой Катей, полюбившей Афоню. Но он избегает ее, так как сердце его пленила хозяйка квартиры 58, красавица Елена. Однако вскоре выясняется, что она замужем. Почувствовав себя одиноким и никому не нужным, он едет в деревню к тетке.",92 мин,СССР,"драма, мелодрама, комедия","Леонид Куравлёв, Евгения Симонова, Евгений Леонов, Савелий Крамаров, Нина Маслова",Георгий Данелия,,,12+,https://www.kinopoisk.ru/film/43423/
485311,Король говорит!,The King's Speech,2010,8.0,8.0,https://kinopoiskapiunofficial.tech/images/posters/kp/485311.jpg,"1936 год. После того как его брат отрёкся от престола, герцог Йоркский соглашается на трон. Измученный сильным заиканием и сомнениями в собственных способностях руководить страной, Георг VI обращается за помощью к логопеду по имени Лайонел Лог.",118 мин,"США, Великобритания","драма, биография, история","Колин Фёрт, Джеффри Раш, Хелена Бонем Картер, Гай Пирс, Тимоти Сполл",Том Хупер,,,18+,https://www.kinopoisk.ru/film/485311/
3707,Страсти Христовы,The Passion of the Christ,2004,7.9,7.2,https://kinopoiskapiunofficial.tech/images/posters/kp/3707.jpg,Попытка детально воссоздать последние двенадцать часов из жизни Иисуса Христа.,127 мин,США,драма,"Джеймс Кэвизел, Майя Моргенштерн, Христо Живков, Франческо Де Вито, Моника Беллуччи",Мэл Гибсон,,,18+,https://www.kinopoisk.ru/film/3707/
601564,Легенда №17,,2012,8.0,7.4,https://kinopoiskapiunofficial.tech/images/posters/kp/601564.jpg,История жизни хоккеиста Валерия Харламова.,134 мин,Россия,"драма, биография, спорт","Данила Козловский, Олег Меньшиков, Светлана Иванова, Владимир Меньшов, Александр Лобанов",Николай Лебедев,,,6+,https://www.kinopoisk.ru/film/601564/
722951,Чудо,Wonder,2017,8.2,7.9,https://kinopoiskapiunofficial.tech/images/posters/kp/722951.jpg,"С одной стороны 10-летний Август Пулман такой же как и другие мальчишки его возраста — любит ходить на дни рождения к друзьям, играть в компьютерные игры и фанатеет от «Звездных войн». А с другой — он совсем не такой. Август никогда не ходил в обычную школу — с первого класса с ним дома занималась мамаю Также мальчик перенес 27 операций. Из-за генетической аномалии у Августа деформировано лицо, и он идёт в школу первый раз.",113 мин,"США, Гонконг, Канада","драма, семейный","Джейкоб Тремблей, Оуэн Уилсон, Изабела Видович, Джулия Робертс, Ноа Джуп",Стивен Чбоски,,,12+,https://www.kinopoisk.ru/film/722951/
386,Чужой,Alien,1979,8.1,8.5,https://kinopoiskapiunofficial.tech/images/posters/kp/386.jpg,"В далеком будущем возвращающийся на Землю грузовой космический корабль перехватывает исходящий с неизвестной планеты сигнал. Экипаж, в соответствии с основными инструкциями, обязан найти и исследовать источник сигнала. Оказавшись на планете, астронавты повсюду обнаруживают предметы, по виду напоминающие гигантские коконы.",116 мин,"США, Великобритания","триллер, фантастика, ужасы","Сигурни Уивер, Том Скеррит, Иэн Холм, Джон Хёрт, Гарри Дин Стэнтон",Ридли Скотт,,,18+,https://www.kinopoisk.ru/film/386/
40955,Приходи на меня посмотреть,,2000,8.2,7.2,https://kinopoiskapiunofficial.tech/images/posters/kp/40955.jpg,"Софья Ивановна давно не встаёт со своего кресла. А её дочь Татьяна, похоже, смирилась с положением старой девы. Вся её жизнь — это заботы о больной матери. В один из предновогодних вечеров Софья Ивановна почувствовала, что скоро умрёт, но неожиданно в дверь квартиры постучался незнакомый мужчина с цветами и бутылкой шампанского.",101 мин,Россия,"мелодрама, комедия","Олег Янковский, Ирина Купченко, Екатерина Васильева, Наталья Щукина, Марк Рудинштейн","Михаил Агранович, Олег Янковский",,,0+,https://www.kinopoisk.ru/film/40955/
1032308,Как прогулять школу с пользой,L'école buissonnière,2017,8.3,6.9,https://kinopoiskapiunofficial.tech/images/posters/kp/1032308.jpg,"Вслед за городским мальчиком Полем зрителям предстоит узнать то, чему в школе не учат. А именно — как жить в реальном мире. По крайней мере, если это мир леса. Здесь есть хозяин — мрачный граф, есть власть — добродушный, но строгий лесничий Борель, и есть браконьер Тотош — человек, решивший быть вне закона, да и вообще подозрительный и неприятный тип. 

Чью сторону выберет Поль: добропорядочного лесничего Бореля или браконьера Тотоша? А может, юный сорванец и вовсе станет лучшим другом надменному графу?",116 мин,Франция,"драма, комедия, семейный","Франсуа Клюзе, Жан Скандель, Эрик Эльмоснино, Франсуа Берлеан, Валери Карсенти",Николя Ванье,,,6+,https://www.kinopoisk.ru/film/1032308/
260162,Далласский клуб покупателей,Dallas Buyers Club,2013,7.9,7.9,https://kinopoiskapiunofficial.tech/images/posters/kp/260162.jpg,"Реальная история Рона Вудруфа, техасского электрика, у которого в 1985 году обнаружили СПИД. Врачи отвели ему всего 30 дней, но он не пожелал смириться со смертным приговором и сумел продлить свою жизнь, принимая нетрадиционные лекарства, а затем наладил подпольный бизнес по продаже их другим больным.",118 мин,США,"драма, биография","Мэттью Макконахи, Дженнифер Гарнер, Джаред Лето, Денис О’Хэр, Стив Зан",Жан-Марк Валле,,,18+,https://www.kinopoisk.ru/film/260162/
841081,Ла-Ла Ленд,La La Land,2016,8.0,8.0,https://kinopoiskapiunofficial.tech/images/posters/kp/841081.jpg,"Это история любви старлетки, которая между прослушиваниями подает кофе состоявшимся кинозвездам, и фанатичного джазового музыканта, вынужденного подрабатывать в заштатных барах. Но пришедший к влюбленным успех начинает подтачивать их отношения.",128 мин,"США, Гонконг","драма, мелодрама, комедия, музыка, мюзикл","Райан Гослинг, Эмма Стоун, Джон Ледженд, Дж.К. Симмонс, Розмари ДеУитт",Дэмьен Шазелл,,,18+,https://www.kinopoisk.ru/film/841081/
8408,Гарри Поттер и Кубок огня,Harry Potter and the Goblet of Fire,2005,8.0,7.7,https://kinopoiskapiunofficial.tech/images/posters/kp/8408.jpg,"Гарри Поттер, Рон и Гермиона возвращаются на четвёртый курс школы чародейства и волшебства Хогвартс. При таинственных обстоятельствах Гарри был отобран в число участников опасного соревнования — Турнира Трёх Волшебников, однако проблема в том, что все его соперники — намного старше и сильнее.
К тому же, знаки указывают на возвращение Лорда Волдеморта. Вскоре Гарри предстоит побороться не только за победу в соревновании, но и за свою жизнь.",157 мин,"США, Великобритания","приключения, фэнтези, семейный","Дэниэл Рэдклифф, Руперт Гринт, Эмма Уотсон, Брендан Глисон, Алан Рикман",Майк Ньюэлл,,,18+,https://www.kinopoisk.ru/film/8408/
46638,Мимино,,1977,8.2,8.1,https://kinopoiskapiunofficial.tech/images/posters/kp/46638.jpg,"Провинциальный пилот Валико Мизандари по прозвищу Мимино, что значит «сокол», занимается вертолётными перевозками почты, фруктов, кур, баранов и даже коров в горных районах Грузинской ССР. Однажды встретив в Тбилисском аэропорту приятеля по лётному училищу и увидев, на каком великолепном сверхзвуковом самолёте тот летает и в компании каких красавиц-стюардесс работает, Мимино решает изменить свою жизнь и отправляется в Москву подавать документы на переобучение. В гостинице он оказывается в одном номере с армянским водителем Рубеном Хачикяном, которого ошибочно приняли за профессора-эндокринолога.",92 мин,СССР,"драма, комедия","Вахтанг Кикабидзе, Фрунзик Мкртчян, Елена Проклова, Евгений Леонов, Руслан Микаберидзе",Георгий Данелия,,,18+,https://www.kinopoisk.ru/film/46638/
44720,Карнавальная ночь,,1956,8.2,7.4,https://kinopoiskapiunofficial.tech/images/posters/kp/44720.jpg,"Команда молодых работников клуба готовится к встрече Нового года. Они задумывают провести интересный и веселый праздник, но, на беду ребят, их берется контролировать директор клуба Огурцов — бюрократ, буквоед и чинуша. Собрав всех в своем кабинете, он подробно рассказывает о том, как правильно и полезно провести новогоднюю ночь. Организаторы понимают, что Огурцов собирается вместо праздника преподнести гостям клуба некий коктейль из смотра художественной самодеятельности и партсобрания. И тогда молодежь решает хитростью обойти недалекого начальника, чтобы организовать настоящий новогодний бал.",78 мин,СССР,"мелодрама, комедия, мюзикл","Игорь Ильинский, Людмила Гурченко, Юрий Белов, Георгий Куликов, Сергей Филиппов",Эльдар Рязанов,,,0+,https://www.kinopoisk.ru/film/44720/
45314,Жестокий романс,,1984,8.2,7.9,https://kinopoiskapiunofficial.tech/images/posters/kp/45314.jpg,"Действие разворачивается на берегу Волги в вымышленном провинциальном городке Бряхимове в 1877—1878 годах. Харита Игнатьевна Огудалова — дворянка хорошей и уважаемой фамилии, вдова с тремя взрослыми дочерьми, обеднела после смерти мужа, но делает всё, чтобы устроить жизнь дочерей и выдать их замуж за достаточно богатых и знатных женихов. В отсутствие средств она держит открытый дом, рассчитывая, что общество красивых и музыкальных барышень привлечёт холостых мужчин, достаточно богатых, чтобы жениться по любви на бесприданницах.

Единственная «непристроенная» дочь Хариты — самая младшая — Лариса Дмитриевна Огудалова, к которой неравнодушны сразу несколько состоятельных господ, среди которых Сергей Сергеевич Паратов — красивый, обаятельный, франтоватый, легкомысленный и богатый барин.",137 мин,СССР,"драма, мелодрама, история","Лариса Гузеева, Андрей Мягков, Алиса Фрейндлих, Никита Михалков, Алексей Петренко",Эльдар Рязанов,,,12+,https://www.kinopoisk.ru/film/45314/
610,Билли Эллиот,Billy Elliot,2000,8.1,7.7,https://kinopoiskapiunofficial.tech/images/posters/kp/610.jpg,"Чем должен увлекаться сын шахтера? Сомнений нет: боксом и только боксом. Но у 11-летнего Билли Эллиота на этот счет было свое мнение — он обожает балет.

Отец и старший брат Тони впадают в ярость, когда узнают, что он променял бокс на «менее мужественный» балет. И только острая на язык миссис Уилкинсон поддерживает Билли в его желании танцевать, и он получает шанс поступить в Королевскую балетную школу.",110 мин,"Франция, Великобритания","драма, музыка","Джейми Белл, Джули Уолтерс, Гари Льюис, Джин Хейвуд, Джэми Дрэйвен",Стивен Долдри,,,18+,https://www.kinopoisk.ru/film/610/
368936,Приключения Шерлока Холмса и доктора Ватсона: Король шантажа,,1980,8.4,8.3,https://kinopoiskapiunofficial.tech/images/posters/kp/368936.jpg,"К Шерлоку Холмсу за помощью обращается некая леди Брекуэлл, одна из жертв известного лондонского шантажиста по имени Чарльз Огестос Милвертон. Если великий сыщик не остановит циничного негодяя, семейное благополучие молодой леди окажется под угрозой. Шерлок Холмс и доктор Ватсон как истинные джентельмены не могут отказать в помощи беззащитной женщине.",63 мин,СССР,"криминал, детектив","Василий Ливанов, Виталий Соломин, Рина Зелёная, Валентина Панина, Борислав Брондуков",Игорь Масленников,,,12+,https://www.kinopoisk.ru/film/368936/
1091,Люди в чёрном,Men in Black,1997,8.0,7.3,https://kinopoiskapiunofficial.tech/images/posters/kp/1091.jpg,"Они - самый большой секрет Земли. Они работают на неофициальное правительственное агентство, регулирующее деятельность инопланетян на Земле.
Они - это лучшая, последняя и единственная линия защиты Земли от отбросов вселенной. Их работа секретна, их оружие совершенно, им нет равных, они не оставляют следов. Они - это Люди в черном.",98 мин,США,"фантастика, приключения, боевик, комедия","Томми Ли Джонс, Уилл Смит, Линда Фиорентино, Винсент Д’Онофрио, Рип Торн",Барри Зонненфельд,,,12+,https://www.kinopoisk.ru/film/1091/
933307,Опасная игра Слоун,Miss Sloane,2016,8.0,7.5,https://kinopoiskapiunofficial.tech/images/posters/kp/933307.jpg,"Элизабет Слоун — самый востребованный и рисковый лоббист политического бизнеса США. Ловко ведя психологические игры и используя искусство манипуляции, она сражает оппонентов своей непредсказуемостью и никогда не проигрывает. Но когда она берется за самое сложное в своей карьере дело, то понимает, что цена победы может быть слишком высокой.",132 мин,"США, Франция","драма, криминал","Джессика Честейн, Марк Стронг, Гугу Эмбата-Ро, Элисон Пилл, Майкл Стулбарг",Джон Мэдден,,,18+,https://www.kinopoisk.ru/film/933307/
251733,Аватар,Avatar,2009,8.0,7.9,https://kinopoiskapiunofficial.tech/images/posters/kp/251733.jpg,"Бывший морпех Джейк Салли прикован к инвалидному креслу. Несмотря на немощное тело, Джейк в душе по-прежнему остается воином. Он получает задание совершить путешествие в несколько световых лет к базе землян на планете Пандора, где корпорации добывают редкий минерал, имеющий огромное значение для выхода Земли из энергетического кризиса.",162 мин,"США, Великобритания","драма, фантастика, приключения, боевик","Сэм Уортингтон, Зои Салдана, Сигурни Уивер, Стивен Лэнг, Мишель Родригес",Джеймс Кэмерон,,,12+,https://www.kinopoisk.ru/film/251733/
43602,Самая обаятельная и привлекательная,,1985,8.2,7.4,https://kinopoiskapiunofficial.tech/images/posters/kp/43602.jpg,"У инженера Нади Клюевой максимум общественной и минимум личной жизни. Всё меняется, когда она случайно встречает в автобусе свою старую знакомую, бывшую одноклассницу Сусанну, ныне работающую социологом на заводе бытовых кондиционеров. Сусанна решает наладить личную жизнь своей подруги, используя научный метод.",81 мин,СССР,"мелодрама, комедия","Ирина Муравьёва, Татьяна Васильева, Александр Абдулов, Леонид Куравлёв, Михаил Кокшенов",Геральд Бежанов,,,18+,https://www.kinopoisk.ru/film/43602/
522876,Век Адалин,The Age of Adaline,2015,7.9,7.2,https://kinopoiskapiunofficial.tech/images/posters/kp/522876.jpg,"Адалин Боуман — столетняя молодая женщина 1908 года рождения. После автокатастрофы и поражения молнией в 1937 году она перестала стареть. Каждые десять лет она меняет личность, документы, работу и окружение. Неизменными спутниками для неё остаются только стареющая дочь, подруга — слепая пианистка, не знающая возраста Адалин, и десятая по счёту собака одной и той же породы. Однажды на праздновании Нового года Адалин встречает симпатичного молодого человека по имени Эллис, ради которого ей хочется перестать убегать.",113 мин,"США, Канада","драма, мелодрама, фэнтези","Блейк Лайвли, Михил Хёйсман, Кэти Бейкер, Харрисон Форд, Эллен Бёрстин",Ли Толанд Кригер,,,18+,https://www.kinopoisk.ru/film/522876/
41442,Ворошиловский стрелок,,1999,8.0,7.4,https://kinopoiskapiunofficial.tech/images/posters/kp/41442.jpg,"Пенсионер, железнодорожник в отставке, скромно живёт со своей внучкой Катей. В соседнем доме постоянно собираются трое молодых бездельников, чувствующие себя безнаказанными хозяевами жизни. Однажды они хитростью заманили Катю к себе, где изнасиловали.

Поначалу насильников арестовывают, однако отец одного из них — большой милицейский начальник — освобождает их. После безуспешных попыток наказать преступников законным путём, Иван Фёдорович посчитал своим долгом восстановить справедливость сам...",95 мин,Россия,"драма, криминал","Михаил Ульянов, Анна Синякина, Алексей Макаров, Марат Башаров, Илья Древнов",Станислав Говорухин,,,18+,https://www.kinopoisk.ru/film/41442/
341,Амели,Le Fabuleux destin d'Amélie Poulain,2001,8.0,8.3,https://kinopoiskapiunofficial.tech/images/posters/kp/341.jpg,"Как полет крошечной мухи может вызвать где-то далеко мощный ураган, так и странные и, на первый взгляд, непонятные поступки тихой одинокой девушки, живущей в мире своих фантазий, могут навсегда изменить жизнь совершенно разных людей, подарив им счастье и раскрасив окружающий мир яркими красками. Эту девушку зовут Амели Пулен.",122 мин,"Франция, Германия","мелодрама, комедия","Одри Тоту, Матьё Кассовиц, Рюфюс, Лорелла Кравотта, Серж Мерлен",Жан-Пьер Жёне,,,18+,https://www.kinopoisk.ru/film/341/
1000443,Балканский рубеж,,2019,8.0,6.6,https://kinopoiskapiunofficial.tech/images/posters/kp/1000443.jpg,Югославия. 1999 год. Российская спецгруппа получает приказ взять под контроль аэродром Слатина в Косово и удерживать его до прихода подкрепления. Но этот стратегический объект крайне важен албанскому полевому командиру и натовским генералам. Группа вынуждена принять неравный бой с террористами. К аэродрому устремляются российские миротворцы и силы НАТО. Мир вновь близок к большой войне.,151 мин,"Россия, Сербия","драма, боевик, военный, история","Антон Пампушный, Гоша Куценко, Милош Бикович, Милена Радулович, Гойко Митич",Андрей Волгин,,,18+,https://www.kinopoisk.ru/film/1000443/
1191022,Подольские курсанты,,2020,8.3,6.5,https://kinopoiskapiunofficial.tech/images/posters/kp/1191022.jpg,"Октябрь 1941 года, Подмосковье. Около трёх с половиной тысяч курсантов подольских артиллерийского и пехотного училищ получают приказ занять оборону на Ильинском рубеже и совместно с регулярными частями 43-й армии сдерживать наступление фашистских захватчиков, пока не подойдёт подкрепление. Погибая, вчерашние мальчишки держат оборону от многократно превышающих сил немцев и на двенадцать дней становятся преградой на пути врага к Москве.",136 мин,Россия,"драма, боевик, военный, история","Алексей Бардуков, Евгений Дятлов, Сергей Безруков, Любовь Константинова, Артём Губин",Вадим Шмелев,,,18+,https://www.kinopoisk.ru/film/1191022/
1048334,Джокер,Joker,2019,8.0,8.3,https://kinopoiskapiunofficial.tech/images/posters/kp/1048334.jpg,"Готэм, начало 1980-х годов. Комик Артур Флек живет с больной матерью, которая с детства учит его «ходить с улыбкой». Пытаясь нести в мир хорошее и дарить людям радость, Артур сталкивается с человеческой жестокостью и постепенно приходит к выводу, что этот мир получит от него не добрую улыбку, а ухмылку злодея Джокера.",122 мин,"США, Австралия, Канада","триллер, драма, криминал","Хоакин Феникс, Роберт Де Ниро, Зази Битц, Фрэнсис Конрой, Бретт Каллен",Тодд Филлипс,,,18+,https://www.kinopoisk.ru/film/1048334/
63991,Пираты Карибского моря: Сундук мертвеца,Pirates of the Caribbean: Dead Man's Chest,2006,8.1,7.4,https://kinopoiskapiunofficial.tech/images/posters/kp/63991.jpg,"Вновь оказавшись в ирреальном мире, лихой капитан Джек Воробей неожиданно узнает, что является должником легендарного капитана «Летучего Голландца» Дэйви Джонса. Джек должен в кратчайшие сроки решить эту проблему, иначе ему грозит вечное проклятие и рабское существование после смерти. Вдобавок ко всему, срывается свадьба Уилла Тернера и Элизабет Суонн, которые вынуждены составить Джеку компанию в его злоключениях…",151 мин,США,"приключения, боевик, фэнтези","Джонни Депп, Орландо Блум, Кира Найтли, Джек Девенпорт, Билл Найи",Гор Вербински,,,12+,https://www.kinopoisk.ru/film/63991/
354799,Шерлок Холмс и доктор Ватсон: Смертельная схватка,,1980,8.4,8.4,https://kinopoiskapiunofficial.tech/images/posters/kp/354799.jpg,"Шерлок Холмс вступил в смертельную схватку с главарем английской преступности профессором Мориарти. В сети полиции попали все, кроме главаря, и друзья на время решили укрыться в тихой Швейцарии. Но от гнева Мориарти ещё не ускользал никто.",64 мин,СССР,"криминал, детектив","Василий Ливанов, Виталий Соломин, Рина Зелёная, Борислав Брондуков, Виктор Евграфов",Игорь Масленников,,,12+,https://www.kinopoisk.ru/film/354799/
6144,Реальная любовь,Love Actually,2003,8.0,7.6,https://kinopoiskapiunofficial.tech/images/posters/kp/6144.jpg,"Любовь поистине правит всеми вокруг — от премьер-министра, влюбившегося в сотрудницу своего аппарата, до писателя, сбежавшего на юг Франции, чтобы склеить свое разбитое сердце.",129 мин,"США, Франция, Великобритания","драма, мелодрама, комедия","Хью Грант, Билл Найи, Лиам Нисон, Эмма Томпсон, Колин Фёрт",Ричард Кёртис,,,18+,https://www.kinopoisk.ru/film/6144/
843649,Мстители: Война бесконечности,Avengers: Infinity War,2018,8.1,8.4,https://kinopoiskapiunofficial.tech/images/posters/kp/843649.jpg,"Пока Мстители и их союзники продолжают защищать мир от различных опасностей, с которыми не смог бы справиться один супергерой, новая угроза возникает из космоса: Танос. Межгалактический тиран преследует цель собрать все шесть Камней Бесконечности — артефакты невероятной силы, с помощью которых можно менять реальность. Всё, с чем Мстители сталкивались ранее, вело к этому моменту — судьба Земли никогда ещё не была столь неопределённой.",149 мин,США,"фантастика, приключения, боевик","Роберт Дауни мл., Крис Хемсворт, Марк Руффало, Крис Эванс, Скарлетт Йоханссон","Энтони Руссо, Джо Руссо",,,18+,https://www.kinopoisk.ru/film/843649/
5502,Назад в будущее 2,Back to the Future Part II,1989,8.3,7.8,https://kinopoiskapiunofficial.tech/images/posters/kp/5502.jpg,"Продолжение фантастической истории о приключениях американского подростка во времени. На этот раз с помощью модернизированной Доком машины времени Марти из 80-х попадает в будущее.

Дети Марти в беде, и их надо выручать. Приходится повозиться со злодеем...",108 мин,США,"фантастика, приключения, боевик, комедия, семейный","Майкл Дж. Фокс, Кристофер Ллойд, Лиа Томпсон, Томас Ф. Уилсон, Элизабет Шу",Роберт Земекис,,,12+,https://www.kinopoisk.ru/film/5502/
1108571,Приключения Реми,Rémi sans famille,2018,8.3,7.1,https://kinopoiskapiunofficial.tech/images/posters/kp/1108571.jpg,"Удивительное путешествие по Франции маленького Реми в компании уличного музыканта, обезьянки и цирковой собаки.  Вместе им предстоит пережить неожиданные встречи, приключения и испытания, чтобы раскрыть тайну происхождения мальчика.",105 мин,"Франция, Бельгия","мелодрама, приключения, семейный","Малом Пакуин, Даниель Отой, Виржини Ледуайен, Жонатан Заккаи, Жак Перрен",Антуан Блоссье,,,18+,https://www.kinopoisk.ru/film/1108571/
692861,Исчезнувшая,Gone Girl,2014,8.0,8.1,https://kinopoiskapiunofficial.tech/images/posters/kp/692861.jpg,"Всё было готово для празднования пятилетия супружеской жизни, когда вдруг необъяснимо пропала виновница торжества. Остались следы борьбы в доме, кровь, которую явно пытались стереть, и цепочка подсказок в игре «охота за сокровищами» - жена ежегодно устраивала её для своего обожаемого мужа. И похоже, что эти подсказки дают шанс пролить свет на судьбу исчезнувшей.",149 мин,США,"триллер, драма, детектив","Бен Аффлек, Розамунд Пайк, Нил Патрик Харрис, Тайлер Перри, Кэрри Кун",Дэвид Финчер,,,18+,https://www.kinopoisk.ru/film/692861/
81555,Загадочная история Бенджамина Баттона,The Curious Case of Benjamin Button,2008,8.1,7.8,https://kinopoiskapiunofficial.tech/images/posters/kp/81555.jpg,"Фильм о мужчине, который родился в возрасте 80 лет, а затем… начал молодеть. Этот человек, как и каждый из нас, не мог остановить время. Его путь в ХХI век, берущий свое начало в Новом Орлеане в 1918 году в самом конце Первой Мировой войны, будет столь необычен, что вряд ли мог иметь место в жизни кого-либо другого. Фильм повествует о судьбе уникального человека, о людях и событиях, что ждут его впереди, о любви, которую он обретет и потеряет, о радостях жизни и грусти потерь и о том, что остается с нами вне времени.",166 мин,США,"драма, фэнтези","Брэд Питт, Кейт Бланшетт, Джулия Ормонд, Тараджи П. Хенсон, Джейсон Флеминг",Дэвид Финчер,,,18+,https://www.kinopoisk.ru/film/81555/
46066,Белое солнце пустыни,,1969,8.1,7.7,https://kinopoiskapiunofficial.tech/images/posters/kp/46066.jpg,"Бесконечная пустыня. Боец Сухов, прикуривающий от динамитной шашки, нескладный Петруха с вечно заклинивающей трехлинейкой, обаятельный Верещагин с надоевшей черной икрой и знаменитыми песнями-балладами, ловкий Саид , злодей Абдулла со своей бандой, любознательная Гульчатай, играющая с черепахой.",84 мин,СССР,"драма, мелодрама, приключения, боевик, комедия, военный","Анатолий Кузнецов, Спартак Мишулин, Кахи Кавсадзе, Павел Луспекаев, Раиса Куркина",Владимир Мотыль,,,18+,https://www.kinopoisk.ru/film/46066/
46368,Не может быть!,,1975,8.2,7.7,https://kinopoiskapiunofficial.tech/images/posters/kp/46368.jpg,"Фильм включает три новеллы о негативных явлениях провинциальной жизни молодой страны Советов: тупости, пьянстве, стяжательстве, бездуховности - всем том, что и сейчас существует благополучно и повсеместно.",92 мин,СССР,"мелодрама, комедия","Михаил Пуговкин, Нина Гребешкова, Вячеслав Невинный, Михаил Светин, Олег Даль",Леонид Гайдай,,,12+,https://www.kinopoisk.ru/film/46368/
3561,Дневник памяти,The Notebook,2004,8.3,7.8,https://kinopoiskapiunofficial.tech/images/posters/kp/3561.jpg,"Это история отношений юноши и девушки из разных социальных слоев, живших в Южной Каролине. Ной и Элли провели вместе незабываемое лето, пока их не разделили вначале родители, а затем Вторая мировая война.
После войны все изменилось: Элли обручилась с удачливым бизнесменом, а Ной жил наедине со своими воспоминаниями в старинном доме, который ему удалось отреставрировать. Когда Элли прочла об этом в местной газете, она поняла: ей нужно найти его и решить наконец судьбу их любви...",124 мин,США,"драма, мелодрама","Райан Гослинг, Рэйчел Макадамс, Джеймс Гарнер, Джина Роулендс, Сэм Шепард",Ник Кассаветис,,,12+,https://www.kinopoisk.ru/film/3561/
